compound,los,nib,quine,vir,similarity,meansim,nas
CHEMBL2361739,0.493,NA,0.3797,NA,-0.5133,0.43635,2
BRD-K76938712,0.4929,NA,0.3767,0.3647,-0.5686,0.4114333333333333,1
Clotrimazole,0.4928,NA,0.5288,0.3707,-0.3566,0.4641,1
PRESTWICK3_000646,0.4927,NA,0.4282,0.4093,-0.4153,0.4434,1
LX-1031,0.4921,NA,NA,0.3526,-0.4217,0.42235,2
SA-1921085,0.4919,0.6,0.5302,NA,-0.5235,0.5407,1
BRD-K59562667,0.4919,NA,0.4573,NA,-0.4165,0.4746,2
SCHEMBL2559280,0.4919,NA,0.3697,0.4261,-0.3607,0.4292333333333333,1
ARG-A1-22,0.4918,NA,0.3767,NA,-0.4406,0.43425,2
BRN 1088757,0.4918,NA,0.4763,0.3436,-0.4352,0.43723333333333336,1
BRD-K90417362,0.4917,0.36870000000000003,0.4085,NA,-0.4178,0.42296666666666666,1
138402-11-6,0.4917,0.3479,0.4549,0.3738,-0.3278,0.41707500000000003,0
MRE-269,0.4916,0.3401,0.4847,NA,-0.3341,0.4388,1
SMR000173514,0.4915,0.3603,0.4118,0.3587,-0.3529,0.405575,0
SA-246522,0.4914,NA,0.4376,0.3614,-0.3552,0.4301333333333333,1
BRD-K31175437,0.4914,NA,0.5636,NA,-0.4213,0.5275,2
Cnqx,0.4914,NA,0.3783,0.3706,-0.5014,0.4134333333333333,1
Tandutinib,0.4913,0.6459,0.6777,0.4463,-0.4956,0.5653,0
BRD-K88899793,0.4911,0.3288,0.4693,NA,-0.524,0.4297333333333333,1
BRD-K36910796,0.491,NA,0.4322,NA,-0.6982,0.4616,2
CHEMBL2133868,0.491,0.3701,0.3682,NA,-0.3739,0.40976666666666667,1
MLS001210968,0.491,0.4151,NA,NA,-0.6168,0.45305,2
BRD-K71585907,0.4909,0.3236,NA,NA,-0.4494,0.40725,2
CHEMBL1612677,0.4909,NA,0.4346,0.3344,-0.4667,0.41996666666666665,1
CHEMBL3185347,0.4908,0.3459,NA,NA,-0.4767,0.41835,2
CHEMBL1521956,0.4907,NA,NA,0.3303,-0.373,0.4105,2
MLS000089581,0.4906,0.3444,0.4159,0.3533,-0.4135,0.40105,0
Dexamethasone Acetate,0.4906,0.3411,0.6459,0.4612,-0.3518,0.4847,0
6B-Hydroxy-3-tropinone,0.4905,NA,0.3707,NA,-0.4948,0.4306,2
KUC104493,0.4904,NA,0.426,NA,-0.3995,0.4582,2
"1-(2,6-Dichlorobenzylideneamino)guanidine",0.4902,NA,0.4563,0.4322,-0.3589,0.4595666666666667,1
CHEMBL2143628,0.4902,0.4035,0.4802,NA,-0.4023,0.4579666666666667,1
BRD-K95976153,0.4901,0.3926,0.3643,NA,-0.4553,0.4156666666666667,1
CHEMBL2362024,0.49,0.3752,0.3985,NA,-0.4211,0.42123333333333335,1
SRT-1720,0.4899,0.533,0.3997,0.3959,-0.4603,0.454625,0
BRD-K68749296,0.4899,NA,0.4722,NA,-0.4572,0.48105,2
AO-081/42496550,0.4896,NA,NA,0.3324,-0.4122,0.411,2
Carvedilol,0.4895,0.4239,0.4022,0.4181,-0.3262,0.433425,0
KS-1136,0.4894,NA,0.5945,0.354,-0.4951,0.4793,1
BRD-A95504714,0.4893,NA,NA,0.4628,-0.4584,0.47605,2
Tolnaftate,0.4893,NA,0.4445,0.5748,-0.8361,0.5028666666666667,1
Fenretinide,0.4892,NA,0.4717,NA,-0.583,0.48045000000000004,2
K858,0.4892,NA,0.4836,NA,-0.5125,0.4864,2
Fentiazac,0.4892,NA,0.3934,0.3903,-0.6014,0.4243,1
ZD-7288,0.4891,NA,0.3888,0.4357,-0.3334,0.4378666666666666,1
Terconazole,0.4891,0.4643,NA,NA,-0.6007,0.4767,2
Disulfiram,0.489,NA,0.4744,0.3576,-0.3387,0.4403333333333333,1
Gestrinone,0.4888,NA,0.5043,0.3505,-0.3247,0.44786666666666664,1
KI8751,0.4888,NA,0.3266,0.3322,-0.4363,0.38253333333333334,1
BRD-K61533941,0.4885,NA,NA,0.3331,-0.4527,0.4108,2
EMD-66684,0.4885,NA,0.3816,0.4021,-0.4591,0.42406666666666665,1
Proscillaridin A,0.4883,0.4065,0.5277,0.3388,-0.4167,0.44032499999999997,0
BRD-K38622866,0.4883,NA,NA,0.3871,-0.3698,0.4377,2
Meadacid,0.4882,NA,0.5793,0.4677,-0.5259,0.5117333333333334,1
Vinblastine,0.488,0.3726,0.463,0.3327,-0.5516,0.41407499999999997,0
Tofacitinib,0.4879,NA,0.4002,0.4435,-0.4129,0.4438666666666667,1
AC1Q3NSV,0.4871,NA,0.5279,0.3606,-0.647,0.45853333333333335,1
Diethylpropion,0.4869,NA,0.4478,0.3757,-0.4128,0.43679999999999997,1
GNF-PF-159,0.4869,NA,0.4217,0.3322,-0.4,0.4136,1
Reboxetine mesylate,0.4868,NA,NA,0.3259,-0.5435,0.40635,2
MLS002264386,0.4868,NA,0.3787,NA,-0.4422,0.43274999999999997,2
C29H35NO2,0.4868,NA,0.4645,0.3442,-0.4332,0.43183333333333335,1
BRD-K99567611,0.4865,NA,NA,0.3993,-0.4269,0.44289999999999996,2
Oxidopamine,0.486,NA,0.4252,NA,-0.3253,0.4556,2
CHEMBL2355494,0.486,NA,NA,0.3806,-0.3563,0.4333,2
MLS000038113,0.4859,0.3317,0.4964,NA,-0.3277,0.438,1
Methotrexate,0.4857,NA,0.4653,NA,-0.3542,0.47550000000000003,2
SA-1459256,0.4855,NA,0.4167,0.3572,-0.4965,0.4198,1
NNC 05-2090,0.4853,0.4694,0.445,0.3595,-0.3773,0.43979999999999997,0
AM 251,0.4852,NA,0.4413,0.3987,-0.4819,0.44173333333333337,1
MLS003179193,0.4851,NA,0.6271,NA,-0.4554,0.5561,2
MLS003329220,0.4851,NA,0.4443,NA,-0.4526,0.4647,2
BRD-K52225919,0.485,0.352,NA,NA,-0.4991,0.4185,2
BRD-K35577141,0.4849,NA,0.6437,NA,-0.3944,0.5643,2
MLS002576689,0.4846,NA,0.4065,NA,-0.4803,0.44555,2
ASN 05257430,0.4845,NA,0.443,0.375,-0.4962,0.43416666666666665,1
Nicotin-Amide,0.4844,NA,0.4197,0.3529,-0.4123,0.419,1
Iloprost,0.4844,0.3262,0.4467,NA,-0.4894,0.4191,1
AC1NWAPU,0.4842,NA,0.4431,0.3979,-0.3239,0.4417333333333333,1
MLS002264388,0.4841,0.467,0.5689,NA,-0.3304,0.5066666666666666,1
CID 75037095,0.484,NA,0.3227,NA,-0.3466,0.40335,2
396129-53-6,0.484,NA,0.3925,NA,-0.5293,0.43825000000000003,2
"Methyl-6,7-dimethoxy-4-ethyl-beta-carboline-3-carboxylate",0.4839,NA,0.4821,0.393,-0.414,0.453,1
15D-PGJ2,0.4839,NA,0.4763,0.3796,-0.3524,0.4466,1
IOX2,0.4837,0.3582,0.517,0.418,-0.4207,0.444225,0
BRD-K90281509,0.4835,NA,0.3376,NA,-0.4178,0.41054999999999997,2
SCHEMBL15422533,0.4834,0.3424,0.5005,0.3261,-0.3779,0.41309999999999997,0
Dichloroacetic acid,0.4834,NA,0.3612,NA,-0.4873,0.4223,2
BRD-K40461288,0.4832,NA,0.4258,NA,-0.4756,0.4545,2
Calcipotriol,0.4829,0.3371,0.532,0.3512,-0.3501,0.4258,0
MLS002607797,0.4829,0.4077,NA,0.4439,-0.3288,0.44483333333333336,1
SMR000220152,0.4827,NA,0.4939,NA,-0.4368,0.4883,2
BRD-K93549834,0.4826,NA,0.361,NA,-0.4375,0.42179999999999995,2
FPL64176,0.4826,0.3311,0.4279,0.5227,-0.4402,0.441075,0
AC1LIQPX,0.4824,NA,0.4407,NA,-0.4548,0.46155,2
Genz-644282,0.4821,NA,0.4881,NA,-0.3251,0.4851,2
BRD-K22563530,0.4821,NA,NA,0.4461,-0.373,0.46409999999999996,2
SC-560,0.482,NA,0.458,NA,-0.4854,0.47,2
448906-42-1,0.482,NA,0.439,NA,-0.3595,0.4605,2
MLS002477154,0.4815,NA,0.3901,NA,-0.465,0.43579999999999997,2
IWR-1-ENDO,0.4815,NA,0.4367,0.3603,-0.411,0.42616666666666664,1
Isoflupredone Acetate,0.4814,NA,0.4286,0.4721,-0.3234,0.4607,1
sorafenib,0.4813,0.4142,0.4684,0.4266,-0.3269,0.447625,0
KUC104486,0.4812,NA,0.4275,NA,-0.327,0.45435000000000003,2
BRD-K63979920,0.4811,NA,0.3643,0.3577,-0.6156,0.40103333333333335,1
CHEMBL1271430,0.4811,NA,0.334,NA,-0.5036,0.40755,2
Nocodazole,0.4811,0.3665,NA,NA,-0.4717,0.4238,2
SPECTRUM_001418,0.481,NA,0.4384,0.4209,-0.3263,0.44676666666666665,1
Colchicine,0.481,0.4026,NA,0.3582,-0.605,0.4139333333333333,1
Hyperoside,0.4808,0.3644,0.5084,0.3783,-0.3257,0.432975,0
MLS000518920,0.4808,NA,0.4954,0.3851,-0.4817,0.45376666666666665,1
MLS002699813,0.4808,NA,0.3728,NA,-0.3694,0.4268,2
Omeprazole,0.4808,NA,NA,0.3679,-0.4119,0.42435,2
ABACAVIR SULFATE,0.4807,NA,0.515,0.4963,-0.3263,0.49733333333333335,1
Levetiracetam,0.4807,NA,NA,0.3337,-0.4308,0.4072,2
Wiskostatin,0.4806,0.6784,NA,0.3267,-0.4446,0.49523333333333336,1
102649-78-5,0.4804,NA,0.484,NA,-0.638,0.48219999999999996,2
ST50411348,0.4803,NA,0.4296,0.4332,-0.4738,0.4477,1
T5766237,0.48,NA,0.4306,NA,-0.5009,0.4553,2
BRD-K95371508,0.4799,NA,0.3629,NA,-0.565,0.4214,2
BRD-K30342454,0.4799,NA,NA,0.3215,-0.4417,0.4007,2
Sarsasapogenin,0.4798,NA,NA,0.41,-0.4851,0.44489999999999996,2
NCGC00024919-01,0.4795,NA,0.3333,NA,-0.432,0.4064,2
BRD-K25198488,0.4794,NA,0.4672,NA,-0.5544,0.4733,2
BRD-K77987635,0.4794,0.4774,0.4459,0.351,-0.3435,0.438425,0
BRD-K44635753,0.4793,NA,0.3928,0.4772,-0.5163,0.44976666666666665,1
Valproic acid,0.4791,0.3868,0.3843,0.3626,-0.4255,0.4032,0
Fentanyl Isothiocyanate,0.479,0.6246,NA,0.3508,-0.4616,0.4848,1
BRD-K44916273,0.4788,NA,0.4699,NA,-0.5909,0.47435,2
Resiquimod,0.4787,NA,0.4583,0.372,-0.4405,0.43633333333333335,1
Edaravone,0.4787,NA,0.4686,0.3769,-0.5206,0.4414,1
BRD-K74506886,0.4786,NA,0.3473,NA,-0.4934,0.41295000000000004,2
phylloquinone,0.4784,0.3394,0.458,0.3631,-0.3233,0.409725,0
MLS002703117,0.4783,NA,0.4727,0.3567,-0.4167,0.4359,1
CHEMBL2355586,0.4783,0.3311,0.4443,NA,-0.4023,0.4179,1
CDK9 Inhibitor,0.4782,NA,0.4185,0.4147,-0.4118,0.4371333333333333,1
Semaxanib,0.4781,NA,0.4355,0.4046,-0.5034,0.4394,1
BRD-K63325940-001-01-1,0.4781,NA,0.4567,0.4246,-0.4315,0.45313333333333333,1
ST076228,0.4777,NA,0.3575,NA,-0.3619,0.41759999999999997,2
BRD-K39211770,0.4776,NA,0.4398,NA,-0.7559,0.4587,2
Nicaraven,0.4776,NA,0.5379,NA,-0.554,0.50775,2
Chlorpropamide,0.4775,NA,NA,0.3804,-0.4127,0.42895,2
Scopolamine,0.4771,NA,NA,0.4334,-0.41,0.45525000000000004,2
BRD-K00715257,0.477,NA,0.4409,0.4196,-0.4249,0.4458333333333333,1
Perindopril,0.4769,NA,0.499,0.4168,-0.61240000000000006,0.46423333333333333,1
BRD-K30883461,0.4769,NA,NA,0.3428,-0.3904,0.40985,2
XMD15-27,0.4768,NA,0.3908,0.3229,-0.4105,0.3968333333333333,1
Tyrphostin 46,0.4768,NA,0.3592,0.3449,-0.4161,0.39363333333333334,1
CHEMBL2361449,0.4764,NA,0.3646,NA,-0.5141,0.4205,2
Digoxin,0.4763,NA,0.529,NA,-0.4188,0.50265,2
CHEMBL2360586,0.4762,0.5305,0.4392,0.3813,-0.3576,0.4568,0
BRD-K26484692,0.4761,NA,0.6099,NA,-0.3336,0.543,2
CHEMBL2136858,0.4757,0.3445,0.5588,NA,-0.3219,0.45966666666666667,1
BRD-K60067222,0.4754,NA,0.4136,0.3251,-0.4083,0.4047,1
MLS001002737,0.475,NA,0.4183,0.3619,-0.4453,0.4184,1
MAYBRIDGE4_001964,0.475,NA,0.4285,NA,-0.4355,0.45175,2
FTI276,0.475,NA,0.6814,0.5187,-0.4355,0.5583666666666667,1
BRD-K83941994,0.4744,NA,0.3877,0.3929,-0.3433,0.41833333333333333,1
Y-134,0.4744,0.5728,0.3742,0.4076,-0.3878,0.45725,0
BRD-K30563708,0.4741,NA,0.5193,0.4406,-0.4325,0.478,1
MAYBRIDGE4_001981,0.4738,0.33,0.3887,NA,-0.4342,0.3975,1
Sotrastaurin,0.4737,0.3354,0.488,0.3886,-0.788,0.421425,0
AC1LP9YB,0.4736,0.3828,0.3886,NA,-0.495,0.415,1
MW-STK33-100,0.4735,NA,0.3214,0.3546,-0.4426,0.38316666666666666,1
Securinine,0.4731,0.3579,NA,NA,-0.3427,0.4155,2
MLS001150507,0.473,NA,NA,0.3695,-0.4926,0.42125,2
BRD-A28746609,0.4729,0.4294,0.4518,0.4254,-0.4754,0.444875,0
CHEBI:82814,0.4728,NA,0.6669,NA,-0.4517,0.56985,2
Dapsone,0.4728,NA,NA,0.4342,-0.4384,0.4535,2
Doxepin,0.4727,0.439,0.4066,0.3387,-0.4664,0.41425,0
MEGXP0_000778,0.4725,NA,0.5387,0.3346,-0.4543,0.4486,1
LY 278584,0.4725,NA,0.4206,NA,-0.5394,0.44655,2
T5820451,0.4725,NA,0.3985,NA,-0.5261,0.4355,2
Dicloxacillin,0.4724,NA,0.5026,0.4207,-0.3368,0.46523333333333333,1
NSC25485,0.4723,0.3338,0.5279,0.3312,-0.4129,0.4163,0
BRD-K79732306,0.4721,NA,0.4159,NA,-0.5982,0.444,2
Iocetamic acid,0.472,NA,0.3728,NA,-0.421,0.4224,2
CHEMBL3188661,0.472,0.3217,0.5318,0.5483,-0.338,0.46845000000000003,0
[(Mesitylsulfonyl)amino]acetic acid,0.472,NA,0.4467,NA,-0.4272,0.45935,2
BRD-K98634983,0.4719,NA,0.3406,NA,-0.5039,0.40625,2
Morphothebaine,0.4718,NA,0.5122,0.3954,-0.4104,0.4598,1
CHEMBL2381524,0.4717,NA,0.5207,0.4027,-0.4476,0.46503333333333335,1
CHEMBL2130605,0.4717,NA,0.4513,0.3409,-0.4255,0.4213,1
ST030350,0.4717,NA,0.4055,NA,-0.4324,0.4386,2
Tauroursodeoxy cholic acid dihydrate,0.4716,NA,0.3976,0.3313,-0.5142,0.40016666666666667,1
Desmopressin,0.4715,NA,NA,0.6245,-0.6315,0.548,2
BRD-K28610502-001-01-0,0.4712,NA,0.3731,0.3428,-0.42,0.3957,1
MLS002607804,0.4708,NA,0.3295,0.4287,-0.5685,0.4096666666666667,1
MLS002699341,0.4707,NA,0.3674,0.3418,-0.4794,0.3933,1
RS-39604,0.4705,0.6594,NA,0.4928,-0.579,0.5408999999999999,1
BRD-K70399291,0.4705,NA,0.4276,NA,-0.7696,0.44904999999999995,2
"Pfmrk inhibitor, wr 216174",0.4705,0.3704,0.4236,0.3812,-0.4035,0.411425,0
Octopamine,0.4705,NA,0.4093,NA,-0.4126,0.43989999999999996,2
BRD-K32581454-001-01-5,0.4703,0.3573,0.4354,0.4077,-0.3953,0.417675,0
DROSPIRENONE,0.4703,NA,NA,0.327,-0.3318,0.39865,2
GSK-J2,0.4701,0.3498,0.4135,0.4559,-0.4861,0.422325,0
Arvanil,0.4701,0.3237,0.482,0.4294,-0.4604,0.4263,0
MK-0812,0.47,NA,0.4952,0.5289,-0.5478,0.49803333333333333,1
Maackiain,0.47,NA,0.4731,0.3528,-0.5446,0.43196666666666667,1
CGP55845,0.47,NA,0.3991,0.3832,-0.4352,0.4174333333333333,1
MLS002703292,0.4698,NA,0.5402,0.3928,-0.5188,0.4676,1
SCHEMBL1995782,0.4698,NA,NA,0.3453,-0.4567,0.40754999999999997,2
BDBM50377913,0.4696,NA,0.3942,NA,-0.3452,0.4319,2
CHEMBL2133926,0.4696,0.3999,0.4044,NA,-0.4454,0.4246333333333333,1
Salsolinol,0.4695,NA,0.5309,NA,-0.5361,0.5002,2
GW-0742,0.4695,NA,NA,0.3551,-0.4896,0.4123,2
BRD-K93158953,NA,0.6394,0.3855,0.333,-0.4005,0.45263333333333333,1
MLS001060803,NA,0.6008,0.4214,NA,-0.3878,0.5111,2
CHEMBL3185054,NA,0.585,NA,0.3593,-0.3455,0.47214999999999996,2
KUC104545N,NA,0.5839,NA,0.3366,-0.444,0.46025,2
N-Desmethylclozapine,NA,0.5758,0.4357,NA,-0.4935,0.5057499999999999,2
"Trans-1,4-bis(2-chlorobenzaminomethyl)cyclohexane dihydrochloride",NA,0.5644,0.4807,0.3533,-0.453,0.46613333333333334,1
83002-04-4,NA,0.5574,0.4101,0.332,-0.478,0.4331666666666667,1
CHEMBL2361021,NA,0.5395,0.5673,0.367,-0.4129,0.4912666666666667,1
Salmeterol,NA,0.5285,0.4313,NA,-0.4649,0.4799,2
Kolestevan,NA,0.5141,0.3967,NA,-0.3416,0.4554,2
SU 1498,NA,0.4991,0.394,0.3895,-0.3493,0.4275333333333333,1
BRD-K10779199,NA,0.4981,NA,0.341,-0.5627,0.41955,2
BRD-K00429057,NA,0.4949,NA,0.4037,-0.4612,0.44930000000000003,2
BRN 1086272,NA,0.4768,NA,0.3778,-0.3503,0.4273,2
BRD-K28317853,NA,0.4753,NA,0.3661,-0.5432,0.42069999999999996,2
BRD-K64021372,NA,0.4738,0.3848,NA,-0.4748,0.4293,2
CHEMBL2139070,NA,0.4675,0.4399,NA,-0.3661,0.4537,2
GW305074X,NA,0.4524,0.3823,0.4089,-0.3505,0.4145333333333333,1
MLS002264411,NA,0.4364,0.4243,0.3485,-0.4778,0.4030666666666667,1
UREA,NA,0.4352,NA,0.4303,-0.4651,0.43274999999999997,2
Quisinostat,NA,0.4277,0.4935,0.3775,-0.3321,0.4329,1
Esculin,NA,0.4264,NA,0.5031,-0.4104,0.46475,2
MLS001065867,NA,0.4246,0.3836,0.3548,-0.5605,0.38766666666666666,1
NCGC00012588,NA,0.4241,NA,0.3937,-0.3915,0.4089,2
TIC10,NA,0.42,NA,0.3257,-0.5365,0.37285,2
BRD-K40170731,NA,0.4158,0.3785,NA,-0.4339,0.39715,2
AC1OAV9H,NA,0.411,0.4303,NA,-0.3297,0.42064999999999997,2
AC1O9ZP5,NA,0.4052,0.4545,NA,-0.3392,0.42985,2
BRD-K28377013,NA,0.3999,0.4424,NA,-0.5839,0.42115,2
CHEMBL2135770,NA,0.3916,0.4502,NA,-0.4484,0.4209,2
BRD-K53285126,NA,0.389,0.4134,NA,-0.3524,0.4012,2
"3-Tropanyl-3,5-dichlorobenzoate",NA,0.3816,0.3734,0.5019,-0.6266,0.41896666666666665,1
Dichlorobenzamil,NA,0.3815,0.3681,NA,-0.3276,0.3748,2
BRD-K91735860,NA,0.3793,0.4831,0.3675,-0.5762,0.40996666666666665,1
MLS002276498,NA,0.3783,NA,0.3511,-0.7341,0.3647,2
CHEMBL2142524,NA,0.3741,0.3804,0.331,-0.5292,0.36183333333333334,1
BRD-K61529775,NA,0.373,0.4107,0.4778,-0.335,0.4205,1
Terazosin,NA,0.3727,0.4126,NA,-0.4296,0.39265,2
BRD-K04986062,NA,0.3655,NA,0.4215,-0.4488,0.39349999999999996,2
Nisoldipine,NA,0.365,0.3938,NA,-0.3259,0.37939999999999996,2
NINDS_000152,NA,0.361,0.3896,0.3213,-0.41,0.3573,1
AM-92016,NA,0.361,NA,0.3277,-0.4956,0.34435,2
ALD1-H_000967,NA,0.3586,0.4318,NA,-0.4206,0.3952,2
MLS003129415,NA,0.3556,0.4016,0.3483,-0.6781,0.3685,1
AC1MFIS3,NA,0.3511,0.4071,0.3518,-0.3761,0.37,1
"2-(5H-[1,2,4]triazino[5,6-B]indol-3-ylsulfanyl)-n-[3-(trifluoromethyl)phenyl]acetamide",NA,0.35,0.409,0.492,-0.3309,0.417,1
Sertaconazole,NA,0.3496,0.6351,0.46,-0.4464,0.4815666666666667,1
BRD-K85694079,NA,0.3465,NA,0.3375,-0.4927,0.34199999999999997,2
CBDIVE_007485,NA,0.3427,0.4502,0.355,-0.4712,0.3826333333333333,1
STK064652,NA,0.3409,0.3722,0.3601,-0.4675,0.3577333333333333,1
Y-26763,NA,0.3408,0.56,NA,-0.4299,0.4504,2
BRD-K54127914,NA,0.3401,0.3995,NA,-0.3541,0.3698,2
CHEMBL2131985,NA,0.3395,0.5242,0.351,-0.3601,0.4049,1
CHEMBL2142877,NA,0.3373,0.3653,NA,-0.4524,0.3513,2
BRD-K75128590-001-01-8,NA,0.336,0.5142,0.4116,-0.4595,0.42060000000000003,1
S18986,NA,0.3332,NA,0.3313,-0.5246,0.33225,2
HG6-64-1,NA,0.3317,0.4979,NA,-0.3405,0.4148,2
ALDA 1,NA,0.3305,NA,0.3959,-0.4657,0.36319999999999997,2
Dihydrodeoxygedunin,NA,0.3296,0.4094,0.3547,-0.482,0.36456666666666665,1
SCHEMBL10026606,NA,0.3266,0.4783,NA,-0.435,0.40245,2
CHEMBL2361406,NA,0.3258,NA,0.3419,-0.3849,0.33385,2
CHEMBL2359798,NA,0.534,0.4751,NA,-0.5192,0.50455,2
Estradiol Valerate,NA,0.5167,NA,0.3613,-0.3517,0.43900000000000006,2
SMR000030495,NA,0.5133,0.4018,0.3738,-0.3263,0.4296333333333333,1
Doxapram,NA,0.4998,0.3468,0.3463,-0.4905,0.39763333333333334,1
WZ-4-145,NA,0.4255,NA,0.4828,-0.3328,0.45415,2
Megestrol Acetate,NA,0.4252,0.3312,0.4669,-0.4004,0.40776666666666667,1
Androstenedone,NA,0.4159,NA,0.331,-0.5535,0.37345,2
Norethindrone,NA,0.4134,0.4547,0.3547,-0.4188,0.4076,1
MLS000925170,NA,0.4112,NA,0.3489,-0.3713,0.38005,2
MLS002276469,NA,0.4082,0.3993,NA,-0.3236,0.40375,2
CHEMBL1573436,NA,0.4007,0.5033,0.4354,-0.3482,0.4464666666666667,1
CID 27806705,NA,0.3976,0.3828,NA,-0.3486,0.3902,2
Testosterone Propionate,NA,0.3972,0.3612,0.3614,-0.7256,0.3732666666666667,1
BRD-K90543092-001-01-2,NA,0.3951,NA,0.5039,-0.6004,0.4495,2
CHEMBL2057940,NA,0.3887,NA,0.3951,-0.3791,0.3919,2
SA-1919710,NA,0.3788,NA,0.3851,-0.3875,0.38195,2
Patupilone,NA,0.3742,0.4381,0.3759,-0.4417,0.3960666666666667,1
CHEMBL2144875,NA,0.3723,0.4096,NA,-0.5588,0.39095,2
BRD-K00540336,NA,0.3706,0.4301,0.3641,-0.3229,0.38826666666666665,1
"6-(7-Hydroxy-6,7-dihydro-5H-pyrrolo[1,2-c]imidazol-7-yl)-n-methyl-2-naphthamide",NA,0.3695,NA,0.4303,-0.5904,0.39990000000000003,2
CHEMBL2057941,NA,0.3633,NA,0.3562,-0.336,0.35975,2
ST042677,NA,0.3612,0.5222,0.3817,-0.5432,0.4217,1
PD-160170,NA,0.361,NA,0.4387,-0.4285,0.39985,2
CHEMBL2135159,NA,0.3484,0.4267,NA,-0.3684,0.38755,2
CHEMBL2359459,NA,0.3459,0.3367,NA,-0.422,0.3413,2
UK 356618,NA,0.3408,0.5435,0.3858,-0.3373,0.42336666666666667,1
"Triazolothiadiazine, 9",NA,0.3387,0.4603,0.3356,-0.4393,0.3782,1
Clobetasol Propionate,NA,0.3386,NA,0.4093,-0.3347,0.37395,2
MLS002607711,NA,0.3369,0.4068,NA,-0.3765,0.37185,2
MLS002703102,NA,0.3352,0.442,0.3689,-0.3424,0.38203333333333334,1
BRD-K44586044,NA,0.3303,0.5229,0.3319,-0.4331,0.39503333333333335,1
CHEMBL2360006,NA,0.3293,0.5825,NA,-0.6183,0.45589999999999997,2
Nelfinavir,NA,0.3292,0.462,NA,-0.3401,0.3956,2
BRD-K85797809,NA,0.3254,NA,0.387,-0.4168,0.3562,2
145040-37-5,NA,0.3248,0.3635,NA,-0.3961,0.34414999999999996,2
NO-ASA,NA,0.3244,0.4806,NA,-0.4393,0.4025,2
Docosanoic acid,NA,NA,0.6113,0.4037,-0.4272,0.5075,2
BRD-K81224183,NA,NA,0.5529,0.3742,-0.4251,0.46354999999999996,2
BRD-K45230579,NA,NA,0.4804,0.3703,-0.4753,0.42535,2
Flecainide,NA,NA,0.4514,0.3383,-0.4469,0.39485000000000003,2
BRD-K21918725,NA,NA,0.441,0.4666,-0.392,0.4538,2
BRD-K66632266,NA,NA,0.4309,0.3504,-0.3913,0.39065,2
CI-966,NA,NA,0.4182,0.4135,-0.4524,0.41585,2
BRD-K01282863,NA,NA,0.4161,0.3561,-0.5577,0.3861,2
BRD-K57073585,NA,NA,0.4051,0.3826,-0.4804,0.39385000000000003,2
MEGXM0_000358,NA,NA,0.388,0.3462,-0.4737,0.3671,2
BRD-K94193354,NA,NA,0.347,0.3342,-0.4321,0.3406,2
Rotigotine,NA,NA,0.3334,0.4401,-0.4663,0.38675,2
MLS-0435528.0001,NA,NA,0.3283,0.475,-0.4231,0.40164999999999995,2
Cdc,NA,NA,0.6718,0.3338,-0.3411,0.5027999999999999,2
BRD-K80171496,NA,NA,0.607,0.4394,-0.3879,0.5232,2
BRD-K16347954,NA,NA,0.601,0.3387,-0.454,0.46985,2
Deltaline,NA,NA,0.5979,0.4644,-0.5919,0.53115,2
SMR000081059,NA,NA,0.5931,0.3389,-0.3662,0.46599999999999997,2
BRD-K86413298,NA,NA,0.5919,0.43120000000000003,-0.4239,0.51155,2
BRD-K98062050,NA,NA,0.5833,0.4766,-0.4571,0.52995,2
Bemegride,NA,NA,0.5733,0.352,-0.4495,0.46265,2
ZM 306416,NA,NA,0.5696,0.4139,-0.3232,0.49175,2
BRD-K92604082,NA,NA,0.5624,0.4596,-0.3889,0.511,2
Pinocembrin,NA,NA,0.5565,0.4311,-0.4277,0.4938,2
Harpagoside,NA,NA,0.5484,0.4018,-0.3341,0.47509999999999997,2
CHEMBL2356998,NA,NA,0.5337,0.535,-0.474,0.53435,2
ST50764508,NA,NA,0.5333,0.422,-0.5407,0.47765,2
ASN 04482516,NA,NA,0.5315,0.4237,-0.4609,0.4776,2
MLS000778276,NA,NA,0.5299,0.3566,-0.4402,0.44325000000000003,2
BRD-K54247306,NA,NA,0.5284,0.3221,-0.6309,0.42525,2
Tinidazole,NA,NA,0.5201,0.4504,-0.6657,0.48525,2
BRD-K57836103,NA,NA,0.5075,0.3554,-0.5846,0.43145,2
BRD-K04831789,NA,NA,0.4992,0.3506,-0.38,0.4249,2
BRD-A80960055-001-01-7,NA,NA,0.4973,0.3992,-0.3495,0.44825000000000004,2
MLS-0435542.0001,NA,NA,0.4968,0.3321,-0.4216,0.41445,2
Clomethiazole,NA,NA,0.4949,0.3292,-0.4565,0.41205,2
ST50177349,NA,NA,0.4935,0.4116,-0.4806,0.45255,2
CHEMBL1476499,NA,NA,0.4905,0.3396,-0.533,0.41505000000000003,2
BRD-K47228813,NA,NA,0.4882,0.393,-0.6723,0.4406,2
BRD-K20332840,NA,NA,0.4869,0.5185,-0.5476,0.5026999999999999,2
MLS002460474,NA,NA,0.4865,0.3575,-0.496,0.422,2
KUC104227,NA,NA,0.4822,0.3651,-0.3294,0.42364999999999997,2
BRD-K13324372,NA,NA,0.4819,0.3657,-0.5282,0.4238,2
CHEMBL3182146,NA,NA,0.4795,0.4314,-0.4259,0.45545,2
