compound,similarity,fda_status,threshold,disease,file
BRD-K56219224,-0.9102,non_fda,1,dA549_2,data/disease/dA549_2/consensus/A549-10uM-24h/dA549_2-1-consensus.tsv
2-([2-(3-Nitrophenyl)-2-oxoethyl]thio)nicotinic acid,-0.9102,non_fda,1,dA549_2,data/disease/dA549_2/consensus/A549-10uM-24h/dA549_2-1-consensus.tsv
Fidaxomicin,-0.9101,fda,1,dA549_2,data/disease/dA549_2/consensus/A549-10uM-24h/dA549_2-1-consensus.tsv
BRD-K61242732,-0.9099,non_fda,1,dA549_2,data/disease/dA549_2/consensus/A549-10uM-24h/dA549_2-1-consensus.tsv
BRD-K20126873,-0.9099,non_fda,1,dA549_2,data/disease/dA549_2/consensus/A549-10uM-24h/dA549_2-1-consensus.tsv
BRD-K88078052,-0.9098,non_fda,1,dA549_2,data/disease/dA549_2/consensus/A549-10uM-24h/dA549_2-1-consensus.tsv
AC1NPD0F,-0.9098,non_fda,1,dA549_2,data/disease/dA549_2/consensus/A549-10uM-24h/dA549_2-1-consensus.tsv
BRD-K75514176,-0.9097,non_fda,1,dA549_2,data/disease/dA549_2/consensus/A549-10uM-24h/dA549_2-1-consensus.tsv
Fenoldopam,-0.9095,fda,1,dA549_2,data/disease/dA549_2/consensus/A549-10uM-24h/dA549_2-1-consensus.tsv
SB743921,-0.9094,non_fda,1,dA549_2,data/disease/dA549_2/consensus/A549-10uM-24h/dA549_2-1-consensus.tsv
MR-16728,-0.9094,non_fda,1,dA549_2,data/disease/dA549_2/consensus/A549-10uM-24h/dA549_2-1-consensus.tsv
Sulfisoxazole,-0.9093,fda,1,dA549_2,data/disease/dA549_2/consensus/A549-10uM-24h/dA549_2-1-consensus.tsv
VU0418934-2,-0.9093,non_fda,1,dA549_2,data/disease/dA549_2/consensus/A549-10uM-24h/dA549_2-1-consensus.tsv
U 46619,-0.9091,non_fda,1,dA549_2,data/disease/dA549_2/consensus/A549-10uM-24h/dA549_2-1-consensus.tsv
(+)-Tranylcypromine,-0.909,fda,1,dA549_2,data/disease/dA549_2/consensus/A549-10uM-24h/dA549_2-1-consensus.tsv
Phentermine,-0.909,fda,1,dA549_2,data/disease/dA549_2/consensus/A549-10uM-24h/dA549_2-1-consensus.tsv
BRD-K05130619,-0.9089,non_fda,1,dA549_2,data/disease/dA549_2/consensus/A549-10uM-24h/dA549_2-1-consensus.tsv
88495-63-0,-0.9086,non_fda,1,dA549_2,data/disease/dA549_2/consensus/A549-10uM-24h/dA549_2-1-consensus.tsv
BRD-K91677732,-0.9086,non_fda,1,dA549_2,data/disease/dA549_2/consensus/A549-10uM-24h/dA549_2-1-consensus.tsv
Balicatib,-0.9086,fda,1,dA549_2,data/disease/dA549_2/consensus/A549-10uM-24h/dA549_2-1-consensus.tsv
Sappanone A Trimethyl Ether,-0.9086,fda,1,dA549_2,data/disease/dA549_2/consensus/A549-10uM-24h/dA549_2-1-consensus.tsv
BAS 08196786,-0.9085,non_fda,1,dA549_2,data/disease/dA549_2/consensus/A549-10uM-24h/dA549_2-1-consensus.tsv
CHEMBL2356697,-0.9085,non_fda,1,dA549_2,data/disease/dA549_2/consensus/A549-10uM-24h/dA549_2-1-consensus.tsv
EVP-6124 (hydrochloride),-0.9084,non_fda,1,dA549_2,data/disease/dA549_2/consensus/A549-10uM-24h/dA549_2-1-consensus.tsv
CHEMBL2359949,-0.9084,non_fda,1,dA549_2,data/disease/dA549_2/consensus/A549-10uM-24h/dA549_2-1-consensus.tsv
Mercaptopurine,-0.9084,fda,1,dA549_2,data/disease/dA549_2/consensus/A549-10uM-24h/dA549_2-1-consensus.tsv
SCHEMBL17497626,-0.9084,non_fda,1,dA549_2,data/disease/dA549_2/consensus/A549-10uM-24h/dA549_2-1-consensus.tsv
CAY-10594,-0.9083,non_fda,1,dA549_2,data/disease/dA549_2/consensus/A549-10uM-24h/dA549_2-1-consensus.tsv
MLS002703104,-0.9083,non_fda,1,dA549_2,data/disease/dA549_2/consensus/A549-10uM-24h/dA549_2-1-consensus.tsv
BRD-K20097363,-0.9083,non_fda,1,dA549_2,data/disease/dA549_2/consensus/A549-10uM-24h/dA549_2-1-consensus.tsv
BRD-K05205967,-0.9083,non_fda,1,dA549_2,data/disease/dA549_2/consensus/A549-10uM-24h/dA549_2-1-consensus.tsv
BRD-K51894281,-0.9083,non_fda,1,dA549_2,data/disease/dA549_2/consensus/A549-10uM-24h/dA549_2-1-consensus.tsv
MEGXM0_000358,-0.9082,non_fda,1,dA549_2,data/disease/dA549_2/consensus/A549-10uM-24h/dA549_2-1-consensus.tsv
Mofezolac,-0.9082,fda,1,dA549_2,data/disease/dA549_2/consensus/A549-10uM-24h/dA549_2-1-consensus.tsv
CHEMBL2356844,-0.9081,non_fda,1,dA549_2,data/disease/dA549_2/consensus/A549-10uM-24h/dA549_2-1-consensus.tsv
ALDA 1,-0.9081,non_fda,1,dA549_2,data/disease/dA549_2/consensus/A549-10uM-24h/dA549_2-1-consensus.tsv
Piceatannol,-0.908,fda,1,dA549_2,data/disease/dA549_2/consensus/A549-10uM-24h/dA549_2-1-consensus.tsv
Dexamethasone Acetate,-0.908,fda,1,dA549_2,data/disease/dA549_2/consensus/A549-10uM-24h/dA549_2-1-consensus.tsv
Pepstatin,-0.9078,fda,1,dA549_2,data/disease/dA549_2/consensus/A549-10uM-24h/dA549_2-1-consensus.tsv
MK-2461,-0.9078,non_fda,1,dA549_2,data/disease/dA549_2/consensus/A549-10uM-24h/dA549_2-1-consensus.tsv
MLS002415570,-0.9077,non_fda,1,dA549_2,data/disease/dA549_2/consensus/A549-10uM-24h/dA549_2-1-consensus.tsv
AC1O8PZP,-0.9076,non_fda,1,dA549_2,data/disease/dA549_2/consensus/A549-10uM-24h/dA549_2-1-consensus.tsv
BRD-K14091022,-0.9076,non_fda,1,dA549_2,data/disease/dA549_2/consensus/A549-10uM-24h/dA549_2-1-consensus.tsv
BRD-K02928994,-0.9075,non_fda,1,dA549_2,data/disease/dA549_2/consensus/A549-10uM-24h/dA549_2-1-consensus.tsv
ZM-241385,-0.9074,non_fda,1,dA549_2,data/disease/dA549_2/consensus/A549-10uM-24h/dA549_2-1-consensus.tsv
BRD32048,-0.9073,non_fda,1,dA549_2,data/disease/dA549_2/consensus/A549-10uM-24h/dA549_2-1-consensus.tsv
BRD-K11989341,-0.9072,non_fda,1,dA549_2,data/disease/dA549_2/consensus/A549-10uM-24h/dA549_2-1-consensus.tsv
KUC104253,-0.9072,non_fda,1,dA549_2,data/disease/dA549_2/consensus/A549-10uM-24h/dA549_2-1-consensus.tsv
AC1MHNXZ,-0.9072,non_fda,1,dA549_2,data/disease/dA549_2/consensus/A549-10uM-24h/dA549_2-1-consensus.tsv
Sotalol,-0.907,fda,1,dA549_2,data/disease/dA549_2/consensus/A549-10uM-24h/dA549_2-1-consensus.tsv
MLS003129394,-0.907,non_fda,1,dA549_2,data/disease/dA549_2/consensus/A549-10uM-24h/dA549_2-1-consensus.tsv
MLS003337117,-0.9069,non_fda,1,dA549_2,data/disease/dA549_2/consensus/A549-10uM-24h/dA549_2-1-consensus.tsv
AC1LWSL2,-0.9069,non_fda,1,dA549_2,data/disease/dA549_2/consensus/A549-10uM-24h/dA549_2-1-consensus.tsv
XL335,-0.9067,non_fda,1,dA549_2,data/disease/dA549_2/consensus/A549-10uM-24h/dA549_2-1-consensus.tsv
Calpeptin,-0.9067,fda,1,dA549_2,data/disease/dA549_2/consensus/A549-10uM-24h/dA549_2-1-consensus.tsv
BRD-K34952911,-0.9067,non_fda,1,dA549_2,data/disease/dA549_2/consensus/A549-10uM-24h/dA549_2-1-consensus.tsv
CHEMBL2136492,-0.9067,non_fda,1,dA549_2,data/disease/dA549_2/consensus/A549-10uM-24h/dA549_2-1-consensus.tsv
Mozavaptan,-0.9067,fda,1,dA549_2,data/disease/dA549_2/consensus/A549-10uM-24h/dA549_2-1-consensus.tsv
BRD-K20578716,-0.9066,non_fda,1,dA549_2,data/disease/dA549_2/consensus/A549-10uM-24h/dA549_2-1-consensus.tsv
Nafadotride,-0.9066,fda,1,dA549_2,data/disease/dA549_2/consensus/A549-10uM-24h/dA549_2-1-consensus.tsv
BRD-K89824424,-0.9065,non_fda,1,dA549_2,data/disease/dA549_2/consensus/A549-10uM-24h/dA549_2-1-consensus.tsv
AG-957,-0.9065,non_fda,1,dA549_2,data/disease/dA549_2/consensus/A549-10uM-24h/dA549_2-1-consensus.tsv
CVF-SUMO-11,-0.9064,fda,1,dA549_2,data/disease/dA549_2/consensus/A549-10uM-24h/dA549_2-1-consensus.tsv
AC1NSM0X,-0.9064,non_fda,1,dA549_2,data/disease/dA549_2/consensus/A549-10uM-24h/dA549_2-1-consensus.tsv
Naltrexone-HCl,-0.9064,fda,1,dA549_2,data/disease/dA549_2/consensus/A549-10uM-24h/dA549_2-1-consensus.tsv
BAY 57-1293,-0.9063,non_fda,1,dA549_2,data/disease/dA549_2/consensus/A549-10uM-24h/dA549_2-1-consensus.tsv
Pala,-0.9062,fda,1,dA549_2,data/disease/dA549_2/consensus/A549-10uM-24h/dA549_2-1-consensus.tsv
Colchicine,-0.9062,fda,1,dA549_2,data/disease/dA549_2/consensus/A549-10uM-24h/dA549_2-1-consensus.tsv
CHEMBL2138246,-0.9061,non_fda,1,dA549_2,data/disease/dA549_2/consensus/A549-10uM-24h/dA549_2-1-consensus.tsv
CHEMBL1593913,-0.906,non_fda,1,dA549_2,data/disease/dA549_2/consensus/A549-10uM-24h/dA549_2-1-consensus.tsv
2-(4-Nitro-phenylamino)-benzoic acid,-0.9059,non_fda,1,dA549_2,data/disease/dA549_2/consensus/A549-10uM-24h/dA549_2-1-consensus.tsv
Blebbistatin,-0.9059,fda,1,dA549_2,data/disease/dA549_2/consensus/A549-10uM-24h/dA549_2-1-consensus.tsv
CHEMBL1165368,-0.9058,non_fda,1,dA549_2,data/disease/dA549_2/consensus/A549-10uM-24h/dA549_2-1-consensus.tsv
352208-42-5,-0.9057,non_fda,1,dA549_2,data/disease/dA549_2/consensus/A549-10uM-24h/dA549_2-1-consensus.tsv
CHEMBL2141431,-0.9057,non_fda,1,dA549_2,data/disease/dA549_2/consensus/A549-10uM-24h/dA549_2-1-consensus.tsv
Neurodazine,-0.9056,fda,1,dA549_2,data/disease/dA549_2/consensus/A549-10uM-24h/dA549_2-1-consensus.tsv
MK-212,-0.9056,non_fda,1,dA549_2,data/disease/dA549_2/consensus/A549-10uM-24h/dA549_2-1-consensus.tsv
Pravastatin sodium,-0.9054,fda,1,dA549_2,data/disease/dA549_2/consensus/A549-10uM-24h/dA549_2-1-consensus.tsv
SPECTRUM_001319,-0.9054,non_fda,1,dA549_2,data/disease/dA549_2/consensus/A549-10uM-24h/dA549_2-1-consensus.tsv
Iopanoic acid,-0.9054,fda,1,dA549_2,data/disease/dA549_2/consensus/A549-10uM-24h/dA549_2-1-consensus.tsv
FK 866,-0.9053,non_fda,1,dA549_2,data/disease/dA549_2/consensus/A549-10uM-24h/dA549_2-1-consensus.tsv
"2,2'-Azobis(2-amidinopropane)",-0.9053,non_fda,1,dA549_2,data/disease/dA549_2/consensus/A549-10uM-24h/dA549_2-1-consensus.tsv
MLS003129369,-0.9052,non_fda,1,dA549_2,data/disease/dA549_2/consensus/A549-10uM-24h/dA549_2-1-consensus.tsv
Broad-Sai-686,-0.9052,non_fda,1,dA549_2,data/disease/dA549_2/consensus/A549-10uM-24h/dA549_2-1-consensus.tsv
BRD-K18641148,-0.9052,non_fda,1,dA549_2,data/disease/dA549_2/consensus/A549-10uM-24h/dA549_2-1-consensus.tsv
2-Nitrofluorene,-0.9052,non_fda,1,dA549_2,data/disease/dA549_2/consensus/A549-10uM-24h/dA549_2-1-consensus.tsv
REGADENOSON,-0.9052,fda,1,dA549_2,data/disease/dA549_2/consensus/A549-10uM-24h/dA549_2-1-consensus.tsv
BRD-K30882656,-0.9051,non_fda,1,dA549_2,data/disease/dA549_2/consensus/A549-10uM-24h/dA549_2-1-consensus.tsv
SB-206553,-0.9049,non_fda,1,dA549_2,data/disease/dA549_2/consensus/A549-10uM-24h/dA549_2-1-consensus.tsv
"1-[2-(4-Methylphenyl)indolizin-3-yl]-2-[(5-methyl-1,3,4-thiadiazol-2-yl)sulfanyl]ethanone",-0.9049,non_fda,1,dA549_2,data/disease/dA549_2/consensus/A549-10uM-24h/dA549_2-1-consensus.tsv
BRD-K57638192,-0.9049,non_fda,1,dA549_2,data/disease/dA549_2/consensus/A549-10uM-24h/dA549_2-1-consensus.tsv
BRD-K88373420,-0.9048,non_fda,1,dA549_2,data/disease/dA549_2/consensus/A549-10uM-24h/dA549_2-1-consensus.tsv
Calycanthine,-0.9047,fda,1,dA549_2,data/disease/dA549_2/consensus/A549-10uM-24h/dA549_2-1-consensus.tsv
SA-1458163,-0.9046,non_fda,1,dA549_2,data/disease/dA549_2/consensus/A549-10uM-24h/dA549_2-1-consensus.tsv
SCHEMBL16980377,-0.9045,non_fda,1,dA549_2,data/disease/dA549_2/consensus/A549-10uM-24h/dA549_2-1-consensus.tsv
CHEMBL2152380,-0.9045,non_fda,1,dA549_2,data/disease/dA549_2/consensus/A549-10uM-24h/dA549_2-1-consensus.tsv
Quiflapon,-0.9044,fda,1,dA549_2,data/disease/dA549_2/consensus/A549-10uM-24h/dA549_2-1-consensus.tsv
Ceforanide,-0.9042,fda,1,dA549_2,data/disease/dA549_2/consensus/A549-10uM-24h/dA549_2-1-consensus.tsv
Busulfan,-0.9041,fda,1,dA549_2,data/disease/dA549_2/consensus/A549-10uM-24h/dA549_2-1-consensus.tsv
Ingenol Mebutate,-0.904,fda,1,dA549_2,data/disease/dA549_2/consensus/A549-10uM-24h/dA549_2-1-consensus.tsv
BRD-K36462169,-0.904,non_fda,1,dA549_2,data/disease/dA549_2/consensus/A549-10uM-24h/dA549_2-1-consensus.tsv
CHEMBL1910803,-0.904,non_fda,1,dA549_2,data/disease/dA549_2/consensus/A549-10uM-24h/dA549_2-1-consensus.tsv
Altrenogest,-0.904,fda,1,dA549_2,data/disease/dA549_2/consensus/A549-10uM-24h/dA549_2-1-consensus.tsv
SPECTRUM_000894,-0.9038,non_fda,1,dA549_2,data/disease/dA549_2/consensus/A549-10uM-24h/dA549_2-1-consensus.tsv
RS-100329,-0.9038,non_fda,1,dA549_2,data/disease/dA549_2/consensus/A549-10uM-24h/dA549_2-1-consensus.tsv
MBX-2982,-0.9037,non_fda,1,dA549_2,data/disease/dA549_2/consensus/A549-10uM-24h/dA549_2-1-consensus.tsv
BRD-K86997557,-0.9036,non_fda,1,dA549_2,data/disease/dA549_2/consensus/A549-10uM-24h/dA549_2-1-consensus.tsv
MLS002477158,-0.9034,non_fda,1,dA549_2,data/disease/dA549_2/consensus/A549-10uM-24h/dA549_2-1-consensus.tsv
Flutamide,-0.9032,fda,1,dA549_2,data/disease/dA549_2/consensus/A549-10uM-24h/dA549_2-1-consensus.tsv
Cidoxepin,-0.9032,fda,1,dA549_2,data/disease/dA549_2/consensus/A549-10uM-24h/dA549_2-1-consensus.tsv
BRD-K48001367,-0.903,non_fda,1,dA549_2,data/disease/dA549_2/consensus/A549-10uM-24h/dA549_2-1-consensus.tsv
Torcetrapib,-0.903,fda,1,dA549_2,data/disease/dA549_2/consensus/A549-10uM-24h/dA549_2-1-consensus.tsv
BRD-K57732441,-0.9029,non_fda,1,dA549_2,data/disease/dA549_2/consensus/A549-10uM-24h/dA549_2-1-consensus.tsv
BRD-K59805090,-0.9028,non_fda,1,dA549_2,data/disease/dA549_2/consensus/A549-10uM-24h/dA549_2-1-consensus.tsv
BRD-K01575212,-0.9027,non_fda,1,dA549_2,data/disease/dA549_2/consensus/A549-10uM-24h/dA549_2-1-consensus.tsv
MLS002729050,-0.9027,non_fda,1,dA549_2,data/disease/dA549_2/consensus/A549-10uM-24h/dA549_2-1-consensus.tsv
BRD-K43151809,-0.9026,non_fda,1,dA549_2,data/disease/dA549_2/consensus/A549-10uM-24h/dA549_2-1-consensus.tsv
"3,6-Diphenyl-1,2,4-triazin-5-yl methyl ether",-0.9026,non_fda,1,dA549_2,data/disease/dA549_2/consensus/A549-10uM-24h/dA549_2-1-consensus.tsv
Probucol,-0.9026,fda,1,dA549_2,data/disease/dA549_2/consensus/A549-10uM-24h/dA549_2-1-consensus.tsv
SMR000651449,-0.9025,non_fda,1,dA549_2,data/disease/dA549_2/consensus/A549-10uM-24h/dA549_2-1-consensus.tsv
Metformin,-0.9025,fda,1,dA549_2,data/disease/dA549_2/consensus/A549-10uM-24h/dA549_2-1-consensus.tsv
CHEMBL1316687,-0.9025,non_fda,1,dA549_2,data/disease/dA549_2/consensus/A549-10uM-24h/dA549_2-1-consensus.tsv
Alvespimycin,-0.9024,fda,1,dA549_2,data/disease/dA549_2/consensus/A549-10uM-24h/dA549_2-1-consensus.tsv
Ivermectin,-0.9024,fda,1,dA549_2,data/disease/dA549_2/consensus/A549-10uM-24h/dA549_2-1-consensus.tsv
Suloctidil,-0.9024,fda,1,dA549_2,data/disease/dA549_2/consensus/A549-10uM-24h/dA549_2-1-consensus.tsv
BRD-K50696746,-0.9022,non_fda,1,dA549_2,data/disease/dA549_2/consensus/A549-10uM-24h/dA549_2-1-consensus.tsv
"3,6-Dimethyl-9-[6-(oxiran-2-yl)-6-oxohexyl]decahydropyrrolo[1,2-a][1,4,7,10]tetraazacyclododecine-1,4,7,10-tetrone",-0.9022,non_fda,1,dA549_2,data/disease/dA549_2/consensus/A549-10uM-24h/dA549_2-1-consensus.tsv
Dmbi,-0.9022,fda,1,dA549_2,data/disease/dA549_2/consensus/A549-10uM-24h/dA549_2-1-consensus.tsv
Acifran,-0.902,fda,1,dA549_2,data/disease/dA549_2/consensus/A549-10uM-24h/dA549_2-1-consensus.tsv
Afuresertib,-0.902,fda,1,dA549_2,data/disease/dA549_2/consensus/A549-10uM-24h/dA549_2-1-consensus.tsv
Valacyclovir,-0.902,fda,1,dA549_2,data/disease/dA549_2/consensus/A549-10uM-24h/dA549_2-1-consensus.tsv
127408-30-4,-0.9019,non_fda,1,dA549_2,data/disease/dA549_2/consensus/A549-10uM-24h/dA549_2-1-consensus.tsv
CHEMBL2355346,-0.9018,non_fda,1,dA549_2,data/disease/dA549_2/consensus/A549-10uM-24h/dA549_2-1-consensus.tsv
Diphenylpyraline,-0.9018,fda,1,dA549_2,data/disease/dA549_2/consensus/A549-10uM-24h/dA549_2-1-consensus.tsv
SA-1459849,-0.9017,non_fda,1,dA549_2,data/disease/dA549_2/consensus/A549-10uM-24h/dA549_2-1-consensus.tsv
"Tropanyl-3,5-dimethylbenzoate",-0.9017,non_fda,1,dA549_2,data/disease/dA549_2/consensus/A549-10uM-24h/dA549_2-1-consensus.tsv
BI-2536,-0.9017,non_fda,1,dA549_2,data/disease/dA549_2/consensus/A549-10uM-24h/dA549_2-1-consensus.tsv
BRD-K19166598,-0.9017,non_fda,1,dA549_2,data/disease/dA549_2/consensus/A549-10uM-24h/dA549_2-1-consensus.tsv
SR-02000000367,-0.9017,non_fda,1,dA549_2,data/disease/dA549_2/consensus/A549-10uM-24h/dA549_2-1-consensus.tsv
BRD-K96552587,-0.9016,non_fda,1,dA549_2,data/disease/dA549_2/consensus/A549-10uM-24h/dA549_2-1-consensus.tsv
Cycloheximide,-0.9016,fda,1,dA549_2,data/disease/dA549_2/consensus/A549-10uM-24h/dA549_2-1-consensus.tsv
Citalopram,-0.9015,fda,1,dA549_2,data/disease/dA549_2/consensus/A549-10uM-24h/dA549_2-1-consensus.tsv
Nomilin,-0.9014,fda,1,dA549_2,data/disease/dA549_2/consensus/A549-10uM-24h/dA549_2-1-consensus.tsv
O-2050,-0.9014,non_fda,1,dA549_2,data/disease/dA549_2/consensus/A549-10uM-24h/dA549_2-1-consensus.tsv
SMP2_000249,-0.9014,non_fda,1,dA549_2,data/disease/dA549_2/consensus/A549-10uM-24h/dA549_2-1-consensus.tsv
BRD-K45745416,-0.9014,non_fda,1,dA549_2,data/disease/dA549_2/consensus/A549-10uM-24h/dA549_2-1-consensus.tsv
Salirasib,-0.9013,fda,1,dA549_2,data/disease/dA549_2/consensus/A549-10uM-24h/dA549_2-1-consensus.tsv
MLS001116189,-0.9013,non_fda,1,dA549_2,data/disease/dA549_2/consensus/A549-10uM-24h/dA549_2-1-consensus.tsv
Cabazitaxel,-0.9013,fda,1,dA549_2,data/disease/dA549_2/consensus/A549-10uM-24h/dA549_2-1-consensus.tsv
BRD-K95360473,-0.9012,non_fda,1,dA549_2,data/disease/dA549_2/consensus/A549-10uM-24h/dA549_2-1-consensus.tsv
ABACAVIR SULFATE,-0.9011,fda,1,dA549_2,data/disease/dA549_2/consensus/A549-10uM-24h/dA549_2-1-consensus.tsv
PRESTWICK3_000121,-0.9011,non_fda,1,dA549_2,data/disease/dA549_2/consensus/A549-10uM-24h/dA549_2-1-consensus.tsv
CHEMBL1719251,-0.9011,non_fda,1,dA549_2,data/disease/dA549_2/consensus/A549-10uM-24h/dA549_2-1-consensus.tsv
DSSTOX_CID_25343,-0.9011,non_fda,1,dA549_2,data/disease/dA549_2/consensus/A549-10uM-24h/dA549_2-1-consensus.tsv
BRD-K78496556,-0.9011,non_fda,1,dA549_2,data/disease/dA549_2/consensus/A549-10uM-24h/dA549_2-1-consensus.tsv
N-(4-Chlorophenyl)-4-[hydroxy(diphenyl)methyl]piperidine-1-carbothioamide,-0.901,fda,1,dA549_2,data/disease/dA549_2/consensus/A549-10uM-24h/dA549_2-1-consensus.tsv
BRD-K43031910,-0.9009,non_fda,1,dA549_2,data/disease/dA549_2/consensus/A549-10uM-24h/dA549_2-1-consensus.tsv
AMG 837 (calcium hydrate),-0.9007,non_fda,1,dA549_2,data/disease/dA549_2/consensus/A549-10uM-24h/dA549_2-1-consensus.tsv
RO-194603,-0.9005,non_fda,1,dA549_2,data/disease/dA549_2/consensus/A549-10uM-24h/dA549_2-1-consensus.tsv
Amethopterin,-0.9005,fda,1,dA549_2,data/disease/dA549_2/consensus/A549-10uM-24h/dA549_2-1-consensus.tsv
NCGC00170397-01,-0.9005,non_fda,1,dA549_2,data/disease/dA549_2/consensus/A549-10uM-24h/dA549_2-1-consensus.tsv
"2,3,7,8-Tetrachlorodibenzo-p-dioxin",-0.9004,non_fda,1,dA549_2,data/disease/dA549_2/consensus/A549-10uM-24h/dA549_2-1-consensus.tsv
SCH-79797,-0.9004,non_fda,1,dA549_2,data/disease/dA549_2/consensus/A549-10uM-24h/dA549_2-1-consensus.tsv
AEE788 (NVP-AEE788),-0.9004,non_fda,1,dA549_2,data/disease/dA549_2/consensus/A549-10uM-24h/dA549_2-1-consensus.tsv
Tesmilifene,-0.9004,fda,1,dA549_2,data/disease/dA549_2/consensus/A549-10uM-24h/dA549_2-1-consensus.tsv
CHEMBL2134588,-0.9003,non_fda,1,dA549_2,data/disease/dA549_2/consensus/A549-10uM-24h/dA549_2-1-consensus.tsv
BRD-K84023371,-0.9003,non_fda,1,dA549_2,data/disease/dA549_2/consensus/A549-10uM-24h/dA549_2-1-consensus.tsv
BRD-K83726357,-0.9002,non_fda,1,dA549_2,data/disease/dA549_2/consensus/A549-10uM-24h/dA549_2-1-consensus.tsv
JXPQMHIXNPWEEK-UHFFFAOYSA-N,-0.9002,fda,1,dA549_2,data/disease/dA549_2/consensus/A549-10uM-24h/dA549_2-1-consensus.tsv
Reminertant,-0.9002,fda,1,dA549_2,data/disease/dA549_2/consensus/A549-10uM-24h/dA549_2-1-consensus.tsv
PSI-6130,-0.9001,non_fda,1,dA549_2,data/disease/dA549_2/consensus/A549-10uM-24h/dA549_2-1-consensus.tsv
CHEMBL3183442,-0.9001,non_fda,1,dA549_2,data/disease/dA549_2/consensus/A549-10uM-24h/dA549_2-1-consensus.tsv
BRD-K46999092,-0.9001,non_fda,1,dA549_2,data/disease/dA549_2/consensus/A549-10uM-24h/dA549_2-1-consensus.tsv
2-Bromo-n-[3-(pentanoylamino)phenyl]benzamide,-0.9,non_fda,1,dA549_2,data/disease/dA549_2/consensus/A549-10uM-24h/dA549_2-1-consensus.tsv
BRD-A10420615-001-02-8,-0.9,non_fda,1,dA549_2,data/disease/dA549_2/consensus/A549-10uM-24h/dA549_2-1-consensus.tsv
"NG,NG-Dimethyl-L-arginine, Dihydrochloride",-0.9,fda,1,dA549_2,data/disease/dA549_2/consensus/A549-10uM-24h/dA549_2-1-consensus.tsv
ST004815,-0.9,non_fda,1,dA549_2,data/disease/dA549_2/consensus/A549-10uM-24h/dA549_2-1-consensus.tsv
SMR000030495,-0.9,non_fda,1,dA549_2,data/disease/dA549_2/consensus/A549-10uM-24h/dA549_2-1-consensus.tsv
CEP-37440,-0.8999,non_fda,1,dA549_2,data/disease/dA549_2/consensus/A549-10uM-24h/dA549_2-1-consensus.tsv
8-Epi-15-d2c-isop,-0.8998,non_fda,1,dA549_2,data/disease/dA549_2/consensus/A549-10uM-24h/dA549_2-1-consensus.tsv
Mephentermine,-0.8998,fda,1,dA549_2,data/disease/dA549_2/consensus/A549-10uM-24h/dA549_2-1-consensus.tsv
LXR-623,-0.8998,non_fda,1,dA549_2,data/disease/dA549_2/consensus/A549-10uM-24h/dA549_2-1-consensus.tsv
BRD-K99055802,-0.8997,non_fda,1,dA549_2,data/disease/dA549_2/consensus/A549-10uM-24h/dA549_2-1-consensus.tsv
BRD-K09929560,-0.8997,non_fda,1,dA549_2,data/disease/dA549_2/consensus/A549-10uM-24h/dA549_2-1-consensus.tsv
PROTIRELIN,-0.8997,fda,1,dA549_2,data/disease/dA549_2/consensus/A549-10uM-24h/dA549_2-1-consensus.tsv
BRD-K78524708,-0.8996,non_fda,1,dA549_2,data/disease/dA549_2/consensus/A549-10uM-24h/dA549_2-1-consensus.tsv
MLS002699913,-0.8996,non_fda,1,dA549_2,data/disease/dA549_2/consensus/A549-10uM-24h/dA549_2-1-consensus.tsv
Necrostatin,-0.8996,fda,1,dA549_2,data/disease/dA549_2/consensus/A549-10uM-24h/dA549_2-1-consensus.tsv
BRD-K21000135,-0.8995,non_fda,1,dA549_2,data/disease/dA549_2/consensus/A549-10uM-24h/dA549_2-1-consensus.tsv
MLS000564806,-0.8994,non_fda,1,dA549_2,data/disease/dA549_2/consensus/A549-10uM-24h/dA549_2-1-consensus.tsv
BRD-K27709404,-0.8994,non_fda,1,dA549_2,data/disease/dA549_2/consensus/A549-10uM-24h/dA549_2-1-consensus.tsv
KUC103671,-0.8994,non_fda,1,dA549_2,data/disease/dA549_2/consensus/A549-10uM-24h/dA549_2-1-consensus.tsv
Tebipenem Pivoxil,-0.8993,fda,1,dA549_2,data/disease/dA549_2/consensus/A549-10uM-24h/dA549_2-1-consensus.tsv
Rutin,-0.8993,fda,1,dA549_2,data/disease/dA549_2/consensus/A549-10uM-24h/dA549_2-1-consensus.tsv
CHEMBL2140128,-0.8992,non_fda,1,dA549_2,data/disease/dA549_2/consensus/A549-10uM-24h/dA549_2-1-consensus.tsv
F1679-0128,-0.8992,non_fda,1,dA549_2,data/disease/dA549_2/consensus/A549-10uM-24h/dA549_2-1-consensus.tsv
BRD-K76999748,-0.8992,non_fda,1,dA549_2,data/disease/dA549_2/consensus/A549-10uM-24h/dA549_2-1-consensus.tsv
BRD-U88878891,-0.8992,non_fda,1,dA549_2,data/disease/dA549_2/consensus/A549-10uM-24h/dA549_2-1-consensus.tsv
HA 14-1,-0.8991,non_fda,1,dA549_2,data/disease/dA549_2/consensus/A549-10uM-24h/dA549_2-1-consensus.tsv
MLS002264439,-0.899,non_fda,1,dA549_2,data/disease/dA549_2/consensus/A549-10uM-24h/dA549_2-1-consensus.tsv
Vismodegib (GDC-0449),-0.899,fda,1,dA549_2,data/disease/dA549_2/consensus/A549-10uM-24h/dA549_2-1-consensus.tsv
